,job,marital,education,default,housing,loan,contact,month,y,age,balance,day,duration,campaign
16223,10,1,2,0,1,1,1,7,0,39,1029,23,133,3
16224,4,0,1,0,1,0,1,7,0,31,302,23,40,8
16225,4,1,1,0,0,1,1,7,0,44,-89,23,187,4
16226,2,0,2,0,1,1,1,7,0,29,-522,23,89,6
16227,1,1,3,0,1,1,1,7,0,30,126,23,75,10
16228,5,1,3,0,0,1,1,7,0,48,4,23,70,5
16229,4,0,1,0,0,0,1,7,0,32,354,23,284,8
16230,1,1,2,0,1,0,1,7,1,25,2228,23,754,1
16231,1,1,3,0,1,0,1,7,0,42,176,23,123,1
16232,2,1,2,0,0,0,1,7,0,57,1741,23,364,2
16233,7,1,2,0,0,1,1,7,0,49,702,23,194,1
16234,7,0,2,0,0,0,1,7,0,50,294,23,73,1
16235,2,0,3,0,1,0,1,7,0,29,48,23,164,1
16236,6,1,2,0,1,0,1,7,0,45,295,23,92,1
16237,9,2,2,0,1,0,1,7,0,49,-214,23,73,1
16238,4,1,2,0,1,0,1,7,0,46,0,23,122,1
16239,7,1,2,0,1,0,1,7,0,27,2526,23,500,3
16240,1,1,3,0,1,0,1,7,0,46,99,23,569,1
16241,7,2,2,0,0,1,1,7,0,40,-81,23,186,1
16242,7,1,2,0,1,1,2,7,0,51,-709,23,38,1
16243,4,1,1,0,1,0,1,7,0,50,0,23,137,1
16244,1,1,3,0,1,0,1,7,0,37,1066,23,181,1
16245,7,1,2,0,1,0,2,7,0,37,658,23,175,1
16246,6,0,3,0,0,0,1,7,0,41,982,23,105,1
16247,1,2,3,0,1,0,1,7,1,46,2166,23,870,1
16248,2,1,2,0,0,1,2,7,0,59,2342,23,226,1
16249,1,0,3,0,0,0,1,7,0,33,370,23,141,1
16250,3,1,2,0,0,0,1,7,0,49,273,23,58,1
16251,2,1,2,0,1,0,1,7,0,50,3263,23,115,1
16252,5,1,1,0,1,0,1,7,0,40,630,23,177,2
16253,2,1,2,0,1,0,1,7,0,34,0,23,429,1
16254,6,1,2,0,1,0,1,7,0,34,804,23,256,9
16255,4,1,2,0,1,0,2,7,0,26,0,23,157,4
16256,1,1,3,0,1,0,1,7,0,41,0,23,285,3
16257,2,1,2,0,0,1,1,7,0,41,0,23,107,1
16258,1,1,3,0,0,1,1,7,0,50,19,23,205,1
16259,8,1,2,0,0,1,1,7,0,39,81,23,438,1
16260,1,2,3,0,1,0,1,7,0,38,539,23,161,1
16261,3,1,1,0,0,0,2,7,0,60,0,23,40,1
16262,1,1,3,0,0,1,1,7,0,38,1952,23,237,1
16263,1,0,3,0,1,0,1,7,0,26,3,23,106,1
16264,2,1,1,0,1,0,1,7,0,57,19,23,158,1
16265,6,0,2,0,0,0,0,7,0,53,291,23,145,1
16266,1,1,3,0,1,1,1,7,0,41,-98,23,244,1
16267,4,1,2,0,1,0,1,7,0,53,913,23,730,1
16268,7,1,2,0,1,1,1,7,0,34,-451,23,498,1
16269,10,1,2,0,1,0,1,7,0,41,1638,23,327,1
16270,1,1,3,0,0,1,0,7,0,50,29,23,104,1
16271,5,2,3,0,0,0,1,7,0,56,2370,23,376,1
16272,2,1,0,0,1,1,1,7,0,41,-391,23,137,1
16273,6,2,1,0,1,1,1,7,0,46,50,23,379,1
16274,1,2,2,0,1,0,1,7,1,42,283,23,761,1
16275,8,1,3,0,1,0,0,7,0,49,206,23,108,2
16276,2,1,3,0,1,1,1,7,0,30,0,23,232,1
16277,7,0,3,0,1,0,1,7,0,28,2938,23,184,2
16278,4,1,2,0,0,0,1,7,0,46,1287,23,229,1
16279,6,0,3,0,1,0,1,7,0,28,1773,23,275,1
16280,6,1,2,0,1,0,1,7,0,38,532,23,95,1
16281,4,1,2,0,0,0,1,7,0,39,1508,23,281,1
16282,4,1,2,0,0,0,1,7,0,40,755,23,145,1
16283,4,1,2,0,0,0,1,7,0,40,2279,23,104,1
16284,1,2,3,0,0,0,1,7,0,35,505,23,142,1
16285,8,1,3,0,1,1,1,7,0,36,328,23,136,1
16286,4,1,2,0,1,0,1,7,0,47,4101,23,105,1
16287,1,0,2,0,1,0,1,7,0,30,3259,23,495,1
16288,3,2,3,0,0,0,1,7,0,38,1690,23,160,1
16289,1,0,3,0,1,0,1,7,0,26,14004,23,167,1
16290,4,1,2,0,1,1,1,7,0,31,79,23,235,11
16291,4,0,2,0,1,0,1,7,1,25,-247,23,633,1
16292,1,1,3,0,1,0,2,7,0,54,707,23,272,2
16293,4,1,0,0,0,0,1,7,0,46,55,23,55,1
16294,1,1,3,0,1,0,2,7,0,47,4386,23,43,1
16295,2,1,2,0,0,0,1,7,0,50,778,23,16,1
16296,4,1,1,0,0,0,1,7,0,46,2427,23,40,1
16297,4,0,2,0,0,1,1,7,0,39,94,23,87,3
16298,5,2,2,0,0,0,1,7,0,53,84,23,336,1
16299,10,1,3,0,1,0,1,7,0,53,2353,23,471,2
16300,4,1,2,0,0,0,1,7,0,52,1027,23,59,1
16301,5,2,2,0,0,1,0,7,0,47,-157,23,104,1
16302,5,1,1,0,1,1,2,7,0,55,159,23,184,1
16303,6,1,2,0,1,0,1,7,0,46,739,23,250,1
16304,1,1,3,0,1,0,1,7,0,25,937,23,115,1
16305,2,1,3,0,1,0,2,7,0,47,1115,23,18,9
16306,2,1,3,0,0,0,0,7,0,33,104,23,115,1
16307,8,1,3,0,1,0,1,7,0,34,1972,23,61,2
16308,4,1,2,0,1,0,1,7,0,29,721,23,644,1
16309,4,1,2,0,0,0,2,7,0,31,0,23,36,1
16310,4,0,2,0,1,0,1,7,0,34,152,23,112,1
16311,2,0,3,0,0,0,1,7,0,25,148,23,421,1
16312,2,0,3,0,0,0,1,7,0,26,14054,23,178,1
16313,1,0,3,0,0,1,1,7,0,28,-56,23,884,1
16314,4,1,1,0,1,0,1,7,0,56,187,23,156,2
16315,2,1,3,0,0,0,1,7,0,36,62,23,66,2
16316,2,0,2,0,1,0,1,7,0,27,487,23,319,1
16317,2,1,2,0,0,1,1,7,0,48,480,23,371,1
16318,6,0,2,0,0,1,1,7,0,31,33,23,194,1
16319,10,1,1,0,0,0,1,7,0,43,94,23,35,9
16320,8,1,3,0,1,0,2,7,0,42,-426,23,160,7
16321,2,2,2,0,0,1,1,7,0,39,511,23,148,1
16322,4,0,2,0,0,1,1,7,0,28,-337,23,284,1
16323,3,2,3,0,0,1,1,7,0,46,91,23,182,1
16324,2,0,3,0,0,0,1,7,0,38,23,23,194,1
16325,4,1,2,0,0,0,1,7,0,44,23,23,56,1
16326,1,0,2,0,0,0,1,7,0,35,329,23,375,8
16327,4,1,1,0,1,1,2,7,0,56,173,23,31,2
16328,1,1,2,0,1,0,1,7,0,49,3286,23,73,2
16329,10,1,1,0,1,0,1,7,0,44,26,23,952,2
16330,1,1,2,1,0,1,1,7,0,31,0,23,111,1
16331,4,0,1,0,1,0,1,7,0,27,0,23,213,1
16332,6,1,2,0,1,0,1,7,0,28,423,23,245,1
16333,2,1,2,0,0,0,1,7,0,34,672,23,158,3
16334,2,0,3,0,0,0,0,7,0,45,88,23,163,4
16335,5,1,1,0,0,1,1,7,0,60,566,23,423,1
16336,6,0,2,0,0,1,1,7,0,31,5248,23,368,1
16337,4,1,2,0,0,0,2,7,0,27,197,23,222,1
16338,4,0,2,0,1,0,2,7,0,30,0,23,40,5
16339,1,0,3,0,1,0,1,7,0,41,0,23,122,5
16340,7,2,2,0,0,0,1,7,0,35,-225,23,183,1
16341,4,0,2,0,1,1,1,7,0,30,163,23,123,2
16342,2,1,1,0,0,1,1,7,0,38,-1038,23,222,1
16343,10,1,1,0,1,0,2,7,0,54,1319,23,70,2
16344,6,0,2,0,0,0,1,7,0,26,8,23,95,1
16345,6,1,2,0,1,0,1,7,0,25,789,23,202,1
16346,10,1,2,0,1,0,1,7,0,38,0,23,157,1
16347,1,2,3,0,0,0,1,7,0,36,14930,23,190,1
16348,11,0,3,0,0,0,1,7,0,28,270,23,172,1
16349,6,2,2,0,0,1,1,7,0,47,136,23,70,1
16350,7,1,2,0,0,0,2,7,0,48,2739,23,173,4
16351,8,0,3,0,0,1,1,7,0,27,82,23,387,1
16352,7,1,2,0,1,0,1,7,0,29,30,23,74,3
16353,2,1,3,0,1,1,1,7,0,37,0,23,155,2
16354,7,0,2,0,0,0,1,7,0,28,525,23,81,1
16355,4,0,2,0,1,0,1,7,0,28,371,23,159,2
16356,2,0,3,0,0,1,1,7,1,28,-123,23,690,1
16357,2,2,2,0,0,1,1,7,0,38,1,23,73,1
16358,4,1,1,0,0,0,1,7,0,32,103,23,312,1
16359,1,1,3,0,1,0,0,7,0,38,246,23,717,8
16360,8,1,2,0,1,1,2,7,0,43,1239,23,355,3
16361,4,0,1,0,1,0,1,7,0,45,308,23,191,2
16362,3,1,2,0,1,1,1,7,0,32,126,23,538,2
16363,6,1,2,0,0,1,1,7,0,42,-465,23,102,1
16364,4,0,1,0,0,0,1,7,0,32,33,23,118,1
16365,5,2,1,0,1,0,2,7,0,60,61,23,197,2
16366,1,1,3,0,1,0,1,7,0,40,294,23,97,5
16367,7,2,2,0,0,1,1,7,1,33,44,23,529,1
16368,1,0,3,0,0,1,1,7,0,25,323,23,98,1
16369,10,1,1,0,0,0,1,7,0,29,417,23,108,2
16370,4,0,2,0,0,1,1,7,0,25,-2,23,273,2
16371,4,0,2,0,0,1,1,7,0,28,-403,23,140,2
16372,1,0,3,0,0,0,1,7,0,41,1355,23,179,2
16373,10,1,1,0,1,0,1,7,0,27,0,23,435,3
16374,4,1,1,0,0,0,1,7,0,48,-460,23,135,1
16375,6,1,2,0,1,0,1,7,0,35,1345,23,135,1
16376,2,1,3,0,0,0,0,7,0,39,209,23,36,2
16377,7,0,2,0,0,1,1,7,0,25,99,23,207,2
16378,9,1,3,0,0,0,1,7,0,49,2806,23,366,2
16379,6,2,2,1,1,0,1,7,0,49,2405,23,216,8
16380,4,1,2,0,1,0,1,7,0,38,2299,23,240,1
16381,1,0,3,0,0,0,1,7,0,26,33,23,297,1
16382,1,0,3,0,0,1,1,7,0,60,0,23,151,1
16383,4,1,2,0,1,0,1,7,0,30,521,23,76,17
16384,6,1,2,0,1,1,1,7,0,54,0,23,117,1
16385,1,1,2,0,1,0,1,7,0,52,638,23,213,1
16386,1,1,3,0,0,1,1,7,0,57,101,23,99,2
16387,6,1,2,0,1,0,1,7,0,35,11,23,103,4
16388,7,0,2,0,0,1,1,7,0,28,651,23,158,2
16389,1,1,3,0,1,0,2,7,0,53,267,23,90,1
16390,1,0,2,0,1,1,1,7,1,32,131,23,1152,2
16391,3,2,2,0,1,0,1,7,0,39,990,23,55,1
16392,7,2,2,0,0,0,1,7,0,56,191,23,335,3
16393,7,2,1,0,0,0,1,7,0,49,90,23,126,4
16394,3,1,3,0,0,0,1,7,0,57,234,23,169,2
16395,1,1,3,0,1,0,1,7,0,50,1562,23,92,2
16396,10,1,1,0,0,1,2,7,0,47,0,23,203,4
16397,7,1,2,0,1,0,1,7,0,40,111,23,134,1
16398,8,1,3,0,1,0,1,7,0,59,0,23,256,1
16399,7,0,2,0,1,1,1,7,0,26,127,23,85,3
16400,9,1,3,0,0,0,1,7,0,36,73,23,172,2
16401,7,2,1,0,0,1,1,7,0,48,2805,23,212,2
16402,1,1,2,0,0,0,2,7,0,39,6012,23,383,2
16403,8,0,1,0,0,0,2,7,0,33,4443,23,25,6
16404,5,1,1,0,1,0,2,7,0,57,65,23,588,1
16405,6,1,2,0,1,0,1,7,0,52,3703,23,152,1
16406,1,1,2,1,0,1,1,7,0,35,-550,23,874,3
16407,6,1,1,0,1,0,1,7,0,51,576,23,434,1
16408,1,1,3,0,1,0,1,7,0,57,246,23,322,2
16409,4,0,2,0,0,1,2,7,0,26,658,23,34,4
16410,4,1,0,1,1,1,1,7,0,29,163,23,586,2
16411,1,1,2,0,0,0,1,7,0,42,1331,23,698,2
16412,2,1,2,0,1,1,1,7,0,49,-142,23,73,4
16413,1,1,3,0,1,0,1,7,0,43,62,23,212,3
16414,1,1,2,0,1,1,1,7,0,57,-868,23,186,1
16415,5,2,3,0,1,0,1,7,0,55,-458,23,1331,3
16416,3,1,2,0,1,1,1,7,0,26,321,23,638,2
16417,4,1,1,0,1,0,1,7,0,42,1532,23,98,3
16418,1,1,3,0,0,0,1,7,0,52,659,23,517,4
16419,4,0,2,0,0,0,1,7,0,32,0,23,271,6
16420,4,1,2,0,1,0,1,7,1,32,476,23,956,9
16421,8,0,3,0,0,1,1,7,0,30,76,23,100,2
16422,1,1,3,0,1,1,1,7,0,40,2471,23,206,1
16423,6,1,2,0,1,1,1,7,0,43,-465,23,166,1
16424,2,2,2,0,1,0,1,7,0,53,2156,23,671,4
16425,1,2,2,0,0,0,2,7,0,43,1387,23,296,2
16426,2,0,2,0,1,0,1,7,1,47,1101,23,957,3
16427,4,1,1,0,0,1,2,7,0,48,329,23,85,6
16428,10,1,2,0,0,1,1,7,0,43,743,23,323,3
16429,7,1,2,0,0,1,1,7,0,55,1150,23,218,3
16430,8,1,3,0,0,0,1,7,0,53,1672,23,438,1
16431,2,1,2,0,1,0,1,7,0,50,1130,23,119,2
16432,1,1,3,0,0,1,1,7,0,57,215,23,288,9
16433,6,0,2,0,0,1,1,7,0,32,458,23,125,2
16434,2,1,2,0,0,1,1,7,0,46,475,23,158,2
16435,6,1,2,0,0,0,1,7,0,43,315,23,129,2
16436,2,0,2,0,0,0,1,7,0,26,33,23,91,7
16437,7,0,2,1,1,0,1,7,0,48,-470,23,544,11
16438,4,1,2,0,1,0,1,7,0,48,291,23,448,2
16439,7,2,2,0,1,1,1,7,0,42,0,23,168,1
16440,6,1,2,0,1,1,1,7,0,37,581,23,203,4
16441,8,1,3,0,1,0,1,7,0,27,607,23,123,3
16442,2,1,2,0,1,1,1,7,0,46,416,23,361,3
16443,4,1,2,0,0,0,1,7,0,35,74,23,248,2
16444,2,0,2,0,0,0,1,7,0,48,329,23,711,1
16445,7,1,2,0,0,1,1,7,0,56,-229,23,55,10
16446,3,1,3,0,1,0,1,7,1,50,-168,23,1327,2
16447,1,1,2,0,1,0,2,7,0,48,0,23,90,2
16448,7,1,2,0,1,0,2,7,0,44,1106,23,239,11
16449,5,1,3,0,0,0,1,7,0,56,5,23,122,3
16450,7,0,2,0,0,1,1,7,0,28,-221,23,1090,12
16451,10,1,2,0,1,1,2,7,0,27,4848,23,82,3
16452,1,1,3,0,0,1,1,7,0,34,415,23,361,2
16453,10,1,1,0,0,1,2,7,0,59,509,23,67,2
16454,4,0,2,0,0,1,1,7,1,32,799,23,2078,6
16455,2,1,2,0,1,1,1,7,0,42,-470,23,185,10
16456,8,1,3,0,1,0,1,7,0,28,0,23,339,4
16457,1,2,3,0,1,0,2,7,0,53,6388,23,203,2
16458,6,2,2,0,0,1,1,7,0,41,0,23,400,2
16459,2,0,2,0,0,1,1,7,0,28,390,23,475,2
16460,1,1,3,0,1,0,1,7,0,51,0,23,58,2
16461,6,2,2,0,0,1,1,7,0,56,-429,23,229,4
16462,1,1,3,0,0,0,1,7,0,56,94,23,530,3
16463,1,1,3,0,1,0,1,7,0,44,332,23,497,5
16464,6,0,3,0,1,0,1,7,0,30,536,23,81,1
16465,5,2,0,0,1,0,1,7,0,58,5920,23,255,1
16466,1,2,3,0,0,1,1,7,0,41,846,23,206,3
16467,6,1,3,0,1,0,2,7,0,51,1463,23,185,1
16468,1,1,3,0,0,0,1,7,0,36,699,23,125,1
16469,10,1,2,0,1,0,1,7,0,42,279,23,673,1
16470,11,0,2,0,0,0,1,7,1,28,153,23,1124,2
16471,2,1,2,0,1,0,1,7,1,27,-392,23,228,2
16472,11,0,2,0,1,0,1,7,0,29,181,23,180,1
16473,6,1,2,0,1,0,1,7,1,45,524,23,808,1
16474,1,1,3,0,0,0,1,7,0,41,1408,23,403,3
16475,7,1,2,0,0,1,1,7,0,44,-18,23,510,2
16476,2,1,2,0,1,0,1,7,0,39,694,23,413,5
16477,7,1,2,0,1,0,1,7,0,27,0,23,198,13
16478,6,0,2,0,0,0,1,7,0,31,378,23,421,2
16479,1,1,3,0,1,0,2,7,0,48,291,23,350,2
16480,4,1,1,1,0,0,1,7,0,52,0,23,322,3
16481,1,1,2,0,1,0,1,7,0,44,8262,23,201,16
16482,6,0,2,0,0,0,1,7,1,51,895,23,638,2
16483,5,1,2,0,1,1,1,7,0,59,1449,23,437,2
16484,4,0,2,1,0,0,1,7,0,40,61,23,68,2
16485,1,2,2,0,0,1,1,7,0,54,299,23,147,4
16486,2,1,2,0,0,0,2,7,0,60,591,23,248,2
16487,3,2,2,0,1,0,1,7,0,30,151,23,108,4
16488,6,0,2,0,1,0,1,7,0,32,1291,23,110,2
16489,6,1,2,0,1,0,1,7,0,37,536,23,328,2
16490,7,1,2,0,1,0,1,7,0,25,72,23,305,2
16491,4,1,1,0,1,0,2,7,0,56,0,23,293,5
16492,2,1,2,0,0,1,1,7,0,51,0,23,68,3
16493,4,1,2,0,1,0,2,7,0,47,1110,23,329,3
16494,4,1,0,0,1,0,2,7,0,42,149,23,329,3
16495,3,1,0,0,0,1,1,7,0,37,1958,23,609,2
16496,5,1,1,0,1,0,1,7,0,56,2399,23,652,2
16497,6,1,2,0,1,1,1,7,1,36,212,23,1201,6
16498,1,0,3,0,1,0,1,7,0,26,2356,23,252,6
16499,8,1,2,0,1,0,1,7,1,51,95,23,1309,4
16500,2,1,2,0,1,0,1,7,0,33,844,23,476,3
16501,2,0,2,0,1,0,1,7,0,31,1014,23,158,4
16502,4,1,1,0,0,0,1,7,0,41,4,23,74,5
16503,3,1,3,0,0,1,1,7,0,53,49,23,419,5
16504,5,1,2,0,0,1,2,7,0,57,3382,23,165,2
16505,1,1,3,0,1,0,1,7,0,37,216,23,408,3
16506,4,1,2,0,1,1,2,7,0,47,13,23,135,2
16507,4,0,2,0,0,0,1,7,0,26,5829,23,41,2
16508,4,1,2,0,1,0,1,7,0,49,3677,23,276,3
16509,5,1,1,0,0,1,2,7,0,50,14,23,83,4
16510,7,0,2,1,0,1,1,7,0,28,-7,23,293,5
16511,4,1,1,0,0,0,2,7,0,49,-57,23,161,2
16512,7,1,1,0,1,0,2,7,0,53,8918,23,173,2
16513,7,2,2,0,0,0,1,7,0,52,6,23,156,3
16514,2,0,2,0,1,0,1,7,0,42,2646,23,280,4
16515,7,0,3,0,1,0,1,7,1,33,395,23,1359,6
16516,4,1,2,0,0,1,2,7,0,56,527,23,122,4
16517,2,1,2,0,1,1,1,7,1,59,135,23,416,4
16518,6,1,2,0,1,1,2,7,0,51,52,23,36,15
16519,8,0,2,0,0,1,1,7,0,28,3761,23,623,3
16520,6,2,2,0,0,0,1,7,0,51,21,23,53,17
16521,6,2,2,0,1,0,1,7,0,38,74,23,279,3
16522,7,1,2,0,0,0,1,7,0,59,204,23,286,2
16523,3,1,3,0,0,0,1,7,1,38,0,23,532,2
16524,4,0,3,0,1,0,1,7,0,33,457,23,107,4
16525,8,1,0,0,0,0,1,7,0,30,1712,23,933,2
16526,6,2,3,0,0,1,1,7,0,39,1087,23,85,2
16527,4,1,1,0,1,1,2,7,0,49,0,23,97,6
16528,4,1,0,0,0,1,1,7,0,47,30,23,498,2
16529,8,0,3,0,1,0,1,7,0,27,1,23,171,4
16530,10,0,3,0,0,0,1,7,0,32,93,23,495,2
16531,2,1,2,0,1,0,1,7,0,53,944,23,799,4
16532,1,2,3,0,0,0,1,7,0,55,36,23,111,2
16533,2,0,2,0,0,1,1,7,0,26,831,23,84,13
16534,1,0,3,0,1,0,1,7,0,35,657,23,547,2
16535,4,1,1,0,1,0,2,7,0,57,94,23,103,5
16536,6,1,2,0,1,0,1,7,0,31,1130,23,236,5
16537,1,1,3,0,1,0,2,7,0,51,22557,23,71,3
16538,4,1,1,0,1,0,2,7,0,39,163,23,192,5
16539,6,1,2,0,1,0,1,7,0,28,1,24,50,4
16540,1,1,0,0,0,0,1,7,0,56,0,24,54,29
16541,2,0,3,0,1,0,1,7,0,30,-3,24,57,4
16542,7,1,2,0,0,0,2,7,0,57,204,24,70,3
16543,2,1,3,0,1,1,1,7,0,35,-290,24,265,3
16544,4,1,2,0,1,0,1,7,0,26,242,24,117,2
16545,7,1,2,0,1,0,1,7,1,40,471,24,430,4
16546,2,0,3,0,0,0,2,7,0,29,2485,24,48,6
16547,2,1,2,0,0,0,1,7,0,48,93,24,537,2
16548,8,1,1,0,1,0,1,7,0,30,1380,24,259,9
16549,1,0,3,0,1,0,1,7,0,34,3282,24,143,4
16550,2,0,3,0,0,1,1,7,0,47,31,24,63,4
16551,1,0,3,0,1,0,1,7,0,31,241,24,241,3
16552,1,1,3,0,0,0,1,7,0,34,48,24,357,7
16553,1,1,2,0,1,0,1,7,0,39,0,24,21,21
16554,6,1,2,0,1,0,1,7,0,38,3091,24,13,2
16555,4,1,1,0,1,0,2,7,0,45,0,24,32,1
16556,10,0,1,0,0,1,1,7,0,42,206,24,148,1
16557,2,2,2,0,0,0,1,7,0,35,0,24,262,2
16558,6,0,2,0,1,0,1,7,0,29,768,24,119,5
16559,1,1,3,0,1,1,1,7,0,40,0,24,53,1
16560,4,1,1,0,0,0,1,7,0,46,0,24,92,1
16561,6,2,2,1,0,0,1,7,0,42,0,24,226,1
16562,7,0,3,0,1,0,1,7,0,27,1501,24,187,1
16563,2,1,2,0,1,0,1,7,0,47,232,24,208,1
16564,5,2,1,1,0,1,1,7,0,57,0,24,125,2
16565,3,1,0,0,1,0,1,7,0,51,29,24,162,1
16566,1,0,3,0,1,0,1,7,0,25,137,24,281,3
16567,7,1,2,0,1,0,1,7,0,40,0,24,139,1
16568,2,1,2,1,0,1,1,7,0,37,0,24,101,1
16569,2,0,2,0,0,0,1,7,0,60,12,24,205,1
16570,1,1,3,0,0,0,1,7,0,43,-183,24,65,1
16571,2,1,2,0,1,0,1,7,0,45,1415,24,311,1
16572,2,1,2,0,1,0,1,7,0,56,582,24,114,4
16573,2,1,2,0,1,0,1,7,0,50,503,24,186,2
16574,4,1,0,0,0,0,1,7,0,36,0,24,120,5
16575,8,1,2,0,1,1,1,7,0,34,179,24,137,4
16576,6,2,2,0,0,0,1,7,0,37,0,24,91,1
16577,5,2,2,0,0,0,1,7,0,59,319,24,129,1
16578,7,1,2,0,0,1,1,7,0,53,1065,24,211,1
16579,1,1,3,0,0,0,1,7,0,53,1102,24,78,1
16580,1,2,3,0,1,0,1,7,0,56,535,24,67,1
16581,2,0,2,0,1,1,1,7,0,34,3,24,71,1
16582,1,0,3,0,0,0,1,7,0,34,0,24,174,3
16583,2,1,3,0,1,0,2,7,0,34,4,24,70,1
16584,3,1,3,0,1,0,1,7,0,42,-14,24,58,2
16585,9,0,3,1,1,1,1,7,0,24,-164,24,117,4
16586,8,0,3,0,1,0,1,7,0,34,693,24,130,1
16587,6,1,2,0,0,1,1,7,0,29,544,24,97,2
16588,1,0,3,0,1,0,1,7,0,34,1,24,76,1
16589,2,1,3,0,1,0,1,7,0,32,2553,24,459,7
16590,7,1,2,0,1,0,1,7,0,29,31,24,71,5
16591,5,2,1,0,0,0,1,7,0,51,43,24,212,2
16592,2,1,2,0,1,1,2,7,0,28,158,24,77,1
16593,3,1,0,0,1,0,1,7,0,43,0,24,380,1
16594,1,0,3,0,0,0,1,7,0,38,0,24,164,1
16595,4,1,1,0,1,0,1,7,1,51,603,24,853,2
16596,3,1,1,0,1,0,1,7,0,37,-204,24,467,1
16597,6,1,2,0,1,1,1,7,0,26,8,24,46,1
16598,3,0,2,0,0,0,1,7,1,41,663,24,1204,1
16599,1,1,3,0,1,0,1,7,0,40,416,24,55,2
16600,6,1,2,0,0,0,1,7,0,40,1614,24,338,1
16601,7,1,2,0,0,1,1,7,0,51,53,24,192,1
16602,2,1,2,0,1,0,1,7,0,41,0,24,168,1
16603,2,1,2,0,1,0,1,7,0,44,0,24,157,1
16604,3,2,2,0,0,1,1,7,0,49,10350,24,346,1
16605,5,1,2,0,0,0,1,7,0,59,163,24,464,1
16606,7,0,2,0,0,0,1,7,0,33,192,24,255,1
16607,4,1,1,0,0,0,1,7,0,40,0,24,313,1
16608,4,0,1,1,1,0,1,7,0,38,-129,24,138,2
16609,7,2,2,0,0,0,2,7,0,45,138,24,279,11
16610,1,2,3,0,1,0,1,7,0,56,1654,24,335,2
16611,7,1,2,0,1,0,1,7,0,53,24,24,209,1
16612,7,1,2,0,1,0,1,7,0,51,-238,24,63,1
16613,2,0,2,0,1,0,1,7,0,25,945,24,561,4
16614,1,1,3,0,1,0,1,7,0,41,0,24,197,1
16615,4,1,1,0,1,0,1,7,0,39,85,24,329,1
16616,3,1,1,0,0,1,1,7,0,50,1327,24,325,1
16617,3,1,2,0,1,0,1,7,0,26,1,24,70,2
16618,6,1,2,0,1,0,2,7,0,41,2661,24,258,1
16619,1,0,3,0,1,0,1,7,0,32,887,24,53,5
16620,7,1,0,0,0,0,1,7,0,45,293,24,196,2
16621,3,2,3,0,0,0,1,7,0,29,444,24,54,2
16622,4,1,1,0,1,0,1,7,0,50,27,24,142,1
16623,1,1,3,0,0,0,1,7,0,45,0,24,523,2
16624,10,1,1,0,1,0,1,7,0,31,-184,24,326,1
16625,2,1,3,0,1,1,1,7,0,38,-255,24,63,1
16626,10,1,1,0,1,0,2,7,0,47,0,24,193,1
16627,1,1,3,0,1,1,1,7,0,33,4,24,604,1
16628,3,2,3,0,1,0,1,7,0,45,1867,24,144,1
16629,2,1,3,0,1,0,1,7,0,34,2656,24,302,1
16630,2,1,2,0,1,1,1,7,0,30,13,24,205,1
16631,4,0,1,0,1,0,1,7,0,44,0,24,184,1
16632,6,1,2,0,1,0,1,7,0,31,0,24,137,1
16633,1,1,3,0,0,0,1,7,0,57,1741,24,449,2
16634,4,1,2,0,1,0,1,7,0,46,310,24,58,2
16635,2,1,3,0,0,1,1,7,0,32,0,24,184,6
16636,5,2,2,0,0,1,1,7,1,55,-268,24,1417,1
16637,3,1,2,0,1,1,1,7,1,38,593,24,1484,24
16638,9,0,2,0,0,1,1,7,0,30,79,24,169,1
16639,10,1,2,0,1,0,1,7,0,28,204,24,38,1
16640,1,1,3,0,1,1,1,7,1,31,1224,24,1441,2
16641,6,0,2,0,1,0,1,7,1,28,2,24,454,1
16642,8,1,2,0,1,1,1,7,0,31,296,24,171,1
16643,7,1,1,0,0,1,1,7,0,51,56,24,149,2
16644,4,1,2,0,1,0,2,7,0,51,794,24,747,1
16645,1,1,3,1,0,1,1,7,0,53,-252,24,223,2
16646,7,1,2,0,0,0,2,7,0,48,0,24,154,1
16647,1,1,3,0,1,0,2,7,0,34,0,24,60,1
16648,1,1,3,0,1,0,1,7,0,34,280,24,363,2
16649,6,1,2,0,0,0,1,7,0,36,403,24,151,2
16650,1,2,3,1,0,0,1,7,0,52,0,24,335,1
16651,1,0,3,0,0,0,1,7,0,28,1,24,86,11
16652,8,1,2,0,0,0,1,7,0,51,921,24,188,1
16653,2,1,2,0,1,0,1,7,0,34,1234,24,185,6
16654,4,1,1,0,0,1,1,7,0,45,1670,24,171,1
16655,2,2,2,0,1,0,1,7,0,27,162,24,203,1
16656,2,1,1,0,1,1,1,7,0,56,0,24,84,1
16657,4,1,2,0,1,0,1,7,0,28,258,24,134,1
16658,4,1,1,0,0,1,1,7,0,52,117,24,164,2
16659,4,1,2,0,1,0,1,7,0,35,218,24,128,2
16660,4,1,1,0,1,1,1,7,0,34,251,24,15,3
16661,6,1,2,0,1,1,1,7,0,29,187,24,386,2
16662,4,1,2,0,1,0,1,7,0,40,3131,24,401,1
16663,2,0,3,0,1,0,1,7,0,35,4,24,155,1
16664,4,1,1,0,1,0,1,7,0,45,0,24,137,1
16665,2,1,3,0,1,0,1,7,0,32,401,24,200,1
16666,3,0,2,0,1,0,1,7,0,26,87,24,225,1
16667,2,1,2,0,1,1,1,7,0,33,346,24,379,1
